[metadata_layer] 793 (wallet, market) pairs to score
[metadata_layer] 688/793 (0x6eda78…, will-microstrategy-announce-hold) elapsed=152.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 689/793 (0x0902c9…, will-microstrategy-announce-hold) elapsed=152.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 690/793 (0x140a8a…, will-microstrategy-announce-hold) elapsed=152.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 691/793 (0xc12281…, will-microstrategy-announce-hold) elapsed=153.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 692/793 (0x0c4b64…, will-microstrategy-announce-hold) elapsed=153.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 693/793 (0x567500…, will-microstrategy-announce-hold) elapsed=153.2s
[metadata_layer] 694/793 (0x976685…, will-microstrategy-announce-hold) elapsed=153.2s
[metadata_layer] 695/793 (0xa0a9b1…, will-microstrategy-announce-hold) elapsed=153.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 696/793 (0xa6d9b5…, will-microstrategy-announce-hold) elapsed=153.5s
[metadata_layer] 697/793 (0x382caa…, will-microstrategy-announce-hold) elapsed=153.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 698/793 (0x4bfb41…, will-microstrategy-announce-hold) elapsed=153.7s
[metadata_layer] 699/793 (0x914e24…, will-microstrategy-announce-hold) elapsed=154.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 700/793 (0x20ec89…, will-microstrategy-announce-hold) elapsed=154.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 701/793 (0xaab69d…, will-microstrategy-hold-620k-btc) elapsed=154.3s
[metadata_layer] 702/793 (0xcf6c54…, will-microstrategy-hold-620k-btc) elapsed=154.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 703/793 (0x01ed5c…, will-microstrategy-hold-620k-btc) elapsed=154.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 704/793 (0x2783e3…, will-microstrategy-hold-620k-btc) elapsed=154.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 705/793 (0x24c8cf…, will-microstrategy-hold-620k-btc) elapsed=155.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 706/793 (0x8de0ee…, will-microstrategy-hold-620k-btc) elapsed=155.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 707/793 (0x9dfe2f…, will-microstrategy-hold-620k-btc) elapsed=155.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 708/793 (0xa0c37c…, will-microstrategy-hold-680k-btc) elapsed=155.6s
[metadata_layer] 709/793 (0x9def95…, will-microstrategy-hold-680k-btc) elapsed=155.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 710/793 (0x09705c…, will-microstrategy-hold-680k-btc) elapsed=156.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 711/793 (0xa8c63f…, will-microstrategy-hold-680k-btc) elapsed=156.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 712/793 (0x2785e7…, will-microstrategy-hold-680k-btc) elapsed=156.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 713/793 (0x55ac0f…, will-microstrategy-hold-680k-btc) elapsed=156.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 714/793 (0xf32a44…, will-microstrategy-hold-680k-btc) elapsed=156.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 715/793 (0xc91879…, will-microstrategy-purchase-bitc) elapsed=157.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 716/793 (0xe57726…, will-microstrategy-purchase-bitc) elapsed=157.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 717/793 (0x00a9b0…, will-microstrategy-purchase-bitc) elapsed=158.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 718/793 (0xa16f2a…, will-microstrategy-purchase-bitc) elapsed=158.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 719/793 (0x50497e…, will-microstrategy-purchase-bitc) elapsed=159.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 720/793 (0x8f7bb1…, will-microstrategy-purchase-bitc) elapsed=159.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 721/793 (0xb3d0ec…, will-microstrategy-purchase-bitc) elapsed=159.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 722/793 (0xd3383f…, will-microstrategy-purchase-bitc) elapsed=159.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 723/793 (0x2eb19d…, will-microstrategy-purchase-bitc) elapsed=159.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 724/793 (0x0dea37…, will-microstrategy-purchase-bitc) elapsed=160.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 725/793 (0x7a146c…, will-microstrategy-purchase-bitc) elapsed=160.0s
[metadata_layer] 726/793 (0xaab69d…, will-microstrategy-purchase-bitc) elapsed=160.0s
[metadata_layer] 727/793 (0x6e1a7b…, will-microstrategy-purchase-bitc) elapsed=160.1s
[metadata_layer] 728/793 (0xfd12bf…, will-microstrategy-purchase-bitc) elapsed=160.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 729/793 (0xa1e635…, will-openai-release-a-new-fronti) elapsed=160.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 730/793 (0xc6dd72…, will-openai-release-a-new-fronti) elapsed=160.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 731/793 (0x00e1e8…, will-openai-release-a-new-fronti) elapsed=161.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 732/793 (0xc25427…, will-openai-release-a-new-fronti) elapsed=161.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 733/793 (0x4bfb41…, will-openai-release-a-new-fronti) elapsed=161.3s
[metadata_layer] 734/793 (0xe4b239…, will-openai-release-a-new-fronti) elapsed=161.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 735/793 (0xde556c…, will-openai-release-a-new-fronti) elapsed=161.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 736/793 (0xcd71fd…, will-openai-release-a-new-fronti) elapsed=162.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 737/793 (0x8003a3…, will-openai-release-a-new-fronti) elapsed=162.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 738/793 (0x3c8639…, will-openai-release-a-new-fronti) elapsed=162.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 739/793 (0xbd9ac3…, will-openai-release-a-new-fronti) elapsed=162.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 740/793 (0x94eb0e…, will-openai-release-a-new-fronti) elapsed=162.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 741/793 (0xe4b239…, will-openai-release-a-new-fronti) elapsed=163.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 742/793 (0x69645c…, will-openai-release-a-new-fronti) elapsed=163.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 743/793 (0xfdd9cb…, will-stable-launch-a-token-in-20) elapsed=163.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 744/793 (0xf5d1bb…, will-stable-launch-a-token-in-20) elapsed=164.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 745/793 (0xf2b6d9…, will-stable-launch-a-token-in-20) elapsed=164.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 746/793 (0xe3b674…, will-stable-launch-a-token-in-20) elapsed=164.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 747/793 (0xd58eb8…, will-stable-launch-a-token-in-20) elapsed=164.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 748/793 (0xc60437…, will-stable-launch-a-token-in-20) elapsed=164.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 749/793 (0x956fcf…, will-stable-launch-a-token-in-20) elapsed=165.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 750/793 (0x73e4c5…, will-stable-launch-a-token-in-20) elapsed=165.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 751/793 (0x69aa9f…, will-stable-launch-a-token-in-20) elapsed=165.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 752/793 (0xdef028…, will-stable-launch-a-token-in-20) elapsed=165.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 753/793 (0x5bffcf…, will-stable-launch-a-token-in-20) elapsed=165.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 754/793 (0x4d49ac…, will-stable-launch-a-token-in-20) elapsed=166.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 755/793 (0x4bfb41…, will-stable-launch-a-token-in-20) elapsed=166.1s
[metadata_layer] 756/793 (0x40f0a2…, will-stable-launch-a-token-in-20) elapsed=166.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 757/793 (0x2785e7…, will-stable-launch-a-token-in-20) elapsed=166.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 758/793 (0xc8809a…, will-stable-launch-a-token-in-20) elapsed=166.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 759/793 (0xe3a1bd…, will-stable-launch-a-token-in-20) elapsed=166.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 760/793 (0x4b7e36…, will-stable-launch-a-token-in-20) elapsed=167.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 761/793 (0x185ffa…, will-stable-launch-a-token-in-20) elapsed=167.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 762/793 (0x68fe49…, will-stable-launch-a-token-in-20) elapsed=167.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 763/793 (0xcd95eb…, will-us-or-israel-strike-iran-by) elapsed=168.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 764/793 (0x60a4c4…, will-us-or-israel-strike-iran-by) elapsed=168.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 765/793 (0xa9dc3b…, will-us-or-israel-strike-iran-by) elapsed=168.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 766/793 (0xb414bd…, will-us-or-israel-strike-iran-by) elapsed=168.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 767/793 (0x08d6e2…, will-us-or-israel-strike-iran-by) elapsed=169.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 768/793 (0x83a296…, will-us-or-israel-strike-iran-by) elapsed=169.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 769/793 (0xb59b57…, will-us-or-israel-strike-iran-by) elapsed=169.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 770/793 (0xfe140d…, will-us-or-israel-strike-iran-by) elapsed=169.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 771/793 (0xd17dba…, will-us-or-israel-strike-iran-by) elapsed=169.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 772/793 (0x0ae1f7…, will-us-or-israel-strike-iran-by) elapsed=170.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 773/793 (0xacbfc1…, will-us-or-israel-strike-iran-by) elapsed=170.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 774/793 (0x0404bf…, will-us-or-israel-strike-iran-by) elapsed=170.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 775/793 (0x400133…, will-us-or-israel-strike-iran-by) elapsed=170.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 776/793 (0xbca69b…, will-us-or-israel-strike-iran-by) elapsed=171.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 777/793 (0x4ec2f1…, will-us-or-israel-strike-iran-by) elapsed=171.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 778/793 (0x232681…, will-us-or-israel-strike-iran-by) elapsed=171.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 779/793 (0x68a233…, will-us-or-israel-strike-iran-by) elapsed=171.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 780/793 (0x33c8c6…, will-us-or-israel-strike-iran-by) elapsed=172.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 781/793 (0xe4dba2…, will-us-or-israel-strike-iran-by) elapsed=172.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 782/793 (0x3cb3bd…, will-us-or-israel-strike-iran-by) elapsed=172.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 783/793 (0x3d773b…, will-us-or-israel-strike-iran-by) elapsed=172.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 784/793 (0xc8ab97…, will-us-or-israel-strike-iran-by) elapsed=172.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 785/793 (0xb761ee…, will-us-or-israel-strike-iran-by) elapsed=173.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 786/793 (0xff91af…, will-us-or-israel-strike-iran-by) elapsed=173.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 787/793 (0xf37af1…, will-us-or-israel-strike-iran-by) elapsed=173.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 788/793 (0x943117…, will-us-or-israel-strike-iran-by) elapsed=173.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 789/793 (0x344c50…, will-us-or-israel-strike-iran-by) elapsed=173.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 790/793 (0xade7c3…, will-us-or-israel-strike-iran-by) elapsed=174.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 791/793 (0x9d84ce…, will-yulia-navalnaya-win-the-nob) elapsed=174.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 792/793 (0xa43050…, will-yulia-navalnaya-win-the-nob) elapsed=174.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 793/793 (0xc5d563…, will-yulia-navalnaya-win-the-nob) elapsed=174.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] wrote /Users/sajjadhoussenaly/Desktop/polymarket_project/cache/metadata_features.parquet (shape=(793, 24))
